userID,userName,userFollows,userFans,userVideos
26284122,莲羊的岩彩学堂,12,334373,74
452606628,王师傅和小毛毛,86,1190181,198
280793434,手工耿,41,6552323,177
546195,老番茄,1,17268243,415
29329085,二喵的饭,159,4574948,215
2146315558,李野王SG,31,163289,52
53490139,吟游大司人,96,738857,1839
473524263,澳洲阿彭,201,2156593,113
1656463436,Ado_jp,0,245276,2
46708782,鲁大能,117,2237966,363
14110780,凉风Kaze,33,8195178,471
17546432,马壮实Hera,70,2282367,293
352637817,品诺美食开课啦,39,2200986,448
10901294,怪盗配音,151,566458,182
38652577,小菱Lin,529,2157,26
161158015,张艺兴工作室,0,336716,248
328285226,火树银花的花大侠,223,381228,212
395135643,Milk缪客,232,459615,50
591856754,卢正义的雕刻时光,33,2304173,86
20259914,稚晖君,241,1927754,49
241982807,水瓶子Pingzi,142,32082,51
533459953,刘庸干净又卫生,3,3898928,280
3368213,铭湫锅锅,226,194616,121
99157282,盗月社食遇记,609,6839300,484
1577804,某幻君,56,7320757,301
385105236,MAX-小仙女,63,874392,77
1340190821,崩坏星穹铁道,13,1721721,5
261485584,HOPICO,61,694992,75
1862400654,音乐人周传雄,3,454370,14
18202105,绵羊料理,147,9553411,333
546195,老番茄,1,17268244,415
57863910,王者荣耀,284,4153612,2075
11685197,不死な千咲,1198,242288,18
487614876,四川观察,35,387147,4532
30279665,theiaの阿旋酱,60,430356,105
353539995,拜托了小翔哥,20,4468522,147
27565758,-小D-biu,194,864669,140
23947287,小约翰可汗,334,4356418,94
94902220,葵的精神世界,107,595552,77
2000819931,中国国家地理,16,2475632,66
31225950,不是柯桑德,194,1545798,245
279991456,靠谱电竞,120,2143768,268
79577853,智能路障,165,3009389,110
1773346,莴苣某人,171,2071803,82
66391032,帅soserious,75,2613284,134
7788379,兔叭咯,343,6311111,290
7349,STN工作室,111,1958685,1065
347594249,缘来是妖精,32,26896,23
677865752,芜湖大司马,19,1466702,34
419738808,疯狂小杨哥,17,3478281,108
1420982,黑猫厨房,700,4058706,235
511365691,LinkMusicNow,10,340591,45
57863910,王者荣耀,284,4153612,2075
355596637,一鹿有车,149,1222969,348
517327498,罗翔说刑法,13,22735576,253
680447,马里奥红叔,88,1243106,1740
176037767,我是郭杰瑞,31,7096806,468
67141499,大漠叔叔,82,5284186,402
546195,老番茄,1,17268249,415
8549577,机智的Kason,123,1200856,18
375375,伊丽莎白鼠,59,6569171,78
174902557,没啥用科技,27,1748069,29
1577804,某幻君,56,7320755,301
59905809,哦呼w,256,2072484,147
5294454,逗比的雀巢,177,5261313,88
40427625,取景框看世界,307,2177429,50
401742377,原神,56,11553529,198
13354765,徐大虾咯,68,7422844,226
37663924,硬核的半佛仙人,389,6716809,266
5970160,小潮院长,99,7653321,267
520492,掉线狂魔☆火星,138,94528,16
32708543,大家的音乐姬,1415,1286538,698
481153145,进击的铁木君,172,853293,64
3957971,贤宝宝Baby,135,5345074,317
1567446009,滤镜粉碎机,43,817683,38
456664753,央视新闻,19,9324518,4584
337521240,记录生活的蛋黄派,135,7183547,593
2206456,花少北丶,43,5940317,209
14110780,凉风Kaze,33,8195177,471
27534330,崩坏3第一偶像爱酱,15,3556823,355
52190805,麟宣森,286,1809772,114
315846984,歌白说Geslook,67,760068,43
18202105,绵羊料理,147,9553411,333
20259914,稚晖君,241,1927755,49
11423506,边靖婷,504,803462,122
3670216,TF家族,3,4749208,1243
3913194,高斯Goh,225,1526999,47
373103803,树林同学-,403,893529,50
927587,木鱼水心,70,8818428,1182
382484510,詹木丝儿fit,9,529061,62
46708782,鲁大能,117,2237966,363
63231,泛式,463,4652649,234
10559530,小本解说,8,606300,23
285571498,盖里老哥,45,1524069,302
680447,马里奥红叔,88,1243107,1740
1677445,喵☆酱,482,751759,119
178778949,英雄联盟,248,2808100,3435
456664753,央视新闻,19,9324525,4584
444935584,梦幻西游电脑版,8,154685,735
79577853,智能路障,165,3009391,110
298054634,马哥巨离谱,380,462450,136
492303353,王左中右,38,534404,48
419738808,疯狂小杨哥,17,3478281,108
11139681,街头艺人小高,1985,949686,124
660453238,小魏小蛙历险记,130,429727,89
444935584,梦幻西游电脑版,8,154685,735
456664753,央视新闻,19,9324526,4584
326427334,星球研究所,27,650357,73
1833524110,含亮老师,41,578929,19
280793434,手工耿,41,6552328,177
401569378,楼上钱某,208,60206,46
113362335,宝剑嫂,349,4134110,251
2141354599,百利甜加点气,40,34398,51
625665556,小妖凌薇姐,13,130313,643
20165629,共青团中央,113,9581901,3810
5970160,小潮院长,99,7653324,267
444935584,梦幻西游电脑版,8,154685,735
1735615743,东部战区,24,759649,264
1142317983,薛之谦,4,708158,7
594534726,LPL战术小黑板,118,1042134,411
99157282,盗月社食遇记,609,6839302,484
46708782,鲁大能,117,2237966,363
29329085,二喵的饭,159,4574947,215
176037767,我是郭杰瑞,31,7096808,468
927587,木鱼水心,70,8818429,1182
13575288,芜湖小佐助,305,172300,420
125526,-LKs-,137,2700566,361
41030246,少女爱丽丝-,9,195115,47
27756469,奶糕成精档案社,34,1644014,23
65227003,爱睡觉の呆呆兽,178,74320,293
627888730,星有野,93,3025448,56
1895195099,江寻千,13,1266366,132
40966108,倒悬的橘子,821,2637432,222
91790758,伊介书生,25,24127,65
321422126,进击的金厂长,88,3215265,411
2026561407,吃花椒的喵酱,19,5023264,19
19642758,力元君,421,3764600,400
249477407,傲娇典狱长,262,31000,42
123927359,明茂-,405,227824,39
25876945,极客湾Geekerwan,169,2652028,300
1685024055,star星视频,4,114692,31173
125526,-LKs-,137,2700568,361
5294454,逗比的雀巢,177,5261333,88
7275647,碧天蓝钻,21,588772,123
18202105,绵羊料理,147,9553417,333
349122120,本人硬汉静,252,90257,31
407054668,亿点点不一样,30,1827282,10
730732,瓶子君152,168,3402315,212
15400649,king金鑫-音乐制作,20,141205,54
546195,老番茄,1,17268252,415
25910292,钟文泽,0,1933292,660
81824112,导演小策,98,3195598,186
627888730,星有野,93,3025448,56
27534330,崩坏3第一偶像爱酱,15,3556824,355
285499073,东尼ookii,187,4492554,251
99157282,盗月社食遇记,609,6839301,484
1468951948,MayTree五月树,0,2109285,96
393166851,大碗拿铁,126,3050166,102
14110780,凉风Kaze,33,8195175,471
946974,影视飓风,479,4383295,485
496783876,幸运猎手,3,777703,68
1470515198,花好月圆会,0,41,47
562197,中国BOY超级大猩猩,116,8199975,1526
23604445,上海滩许Van强,487,1756527,168
56547276,黑糖音乐秀,753,208611,141
7788379,兔叭咯,343,6311122,290
96213228,吴彦忠,2,185488,31
1769996,火焰三黄鸡ao,396,169424,72
393396916,贾布加布,215,200650,1120
19642758,力元君,421,3764601,400
1491746526,内科主任崔医生,8,12149,143
31012715,是老胡没错,97,1482640,170
6989655,马鹿blyat,119,1338323,49
1218286288,内幕纠察局,59,876899,16
5870268,三代鹿人,133,5824344,163
496688267,北京青年x凉子访谈录,97,1419963,406
1372433,Super也好君,131,1877490,90
290526283,美食作家王刚R,54,6359642,558
287795639,短的发布会,16,1672865,391
4925207,芙芙家的洗碗君,52,1692512,317
85835398,夏波波Brian,61,1723315,259
14110780,凉风Kaze,33,8195173,471
297344797,朵朵花林,85,794508,102
630327749,酸梨大王,241,614008,62
17546432,马壮实Hera,70,2282367,293
99157282,盗月社食遇记,609,6839303,484
18202105,绵羊料理,147,9553417,333
90361813,三十六贱笑,1131,4948064,179
1177893348,匠人集,53,403089,216
1740827542,KKOMDA,36,475015,27
3817100,斩斩桜桜,262,20036,65
113362335,宝剑嫂,349,4134108,251
1155660459,二酱不怕不怕,96,284006,65
7716288,小忍小忍创可贴,270,15820,38
2206456,花少北丶,43,5940316,209
25623387,任性的KIMKILLS,28,1482936,2386
7349,STN工作室,111,1958685,1065
321422126,进击的金厂长,88,3215265,411
85318798,李玉刚,13,1251063,93
373128132,App大能猫,19,40248,15
595379331,B站七万星星,57,17081,35
14897804,宴宁ccccc,369,991734,40
31599940,洛舟止,120,1401649,104
7788379,兔叭咯,343,6311123,290
9411426,阿三解说,117,1912772,131
8549577,机智的Kason,123,1200857,18
375375,伊丽莎白鼠,59,6569176,78
3079413,小x文,267,253089,328
99157282,盗月社食遇记,609,6839304,484
496688267,北京青年x凉子访谈录,97,1419964,406
280793434,手工耿,41,6552329,177
5870268,三代鹿人,133,5824348,163
5294454,逗比的雀巢,177,5261344,88
11255948,Baka恶魔,402,526169,128
407054668,亿点点不一样,30,1827283,10
33824345,M木糖M,48,1834355,169
5970160,小潮院长,99,7653336,267
14804670,无穷小亮的科普日常,87,7570937,225
7552204,啊吗粽,359,4273529,277
2026561407,吃花椒的喵酱,19,5023265,19
454143774,乡村教师日记,266,1199018,235
565388139,北京2022年冬奥会,40,683323,1529
546195,老番茄,1,17268252,415
404224360,黑蓑影卫攻略组,597,171753,630
398877923,哈利波特魔法觉醒,1,1548241,94
3957971,贤宝宝Baby,135,5345074,317
1577804,某幻君,56,7320755,301
279991456,靠谱电竞,120,2143765,268
230983435,心河摆渡,22,599873,82
26321770,和猫住,49,2028690,272
927587,木鱼水心,70,8818424,1182
1646036311,凤凰传奇,46,1694861,57
1885078,nya酱的一生,128,2200187,275
15400649,king金鑫-音乐制作,20,141205,54
67141499,大漠叔叔,82,5284190,402
15326770,动漫推荐i,22,26916,401
35873137,radneSSS,17,2539,5
176037767,我是郭杰瑞,31,7096808,468
23947287,小约翰可汗,334,4356424,94
7788379,兔叭咯,343,6311130,290
1915085558,饮茶哥Elvis,12,862578,62
29382783,爱狂三的星总,441,272847,185
645711700,不普通人类实录,149,1781820,179
431528342,贫穷健身,66,142362,248
99566843,虽华,284,121905,33
11688464,天才小熊猫本人,11,2115902,9
15400649,king金鑫-音乐制作,20,141205,54
15377173,烟季,100,950749,321
90361813,三十六贱笑,1131,4948065,179
7198448,SKYE魏,583,252450,31
81824112,导演小策,98,3195597,186
147166910,雨哥到处跑,226,2746106,250
23947287,小约翰可汗,334,4356426,94
2200736,才疏学浅的才浅,243,4338405,56
401742377,原神,56,11553551,198
5970160,小潮院长,99,7653338,267
18202105,绵羊料理,147,9553422,333
730732,瓶子君152,168,3402313,212
99157282,盗月社食遇记,609,6839304,484
33824345,M木糖M,48,1834355,169
351776210,青柠子甜,20,120706,29
14110780,凉风Kaze,33,8195170,471
5294454,逗比的雀巢,177,5261353,88
546195,老番茄,1,17268258,415
63231,泛式,463,4652659,234
279991456,靠谱电竞,120,2143765,268
335905042,猴哥_Rider,1097,22683,8
411231745,天亮手工,25,351066,37
27043295,上白石萌音,8,194788,133
396806711,Vicky宣宣,185,1857180,119
53456,Warma,1189,3471601,204
636216954,冬穹夏草WinterSky,178,58505,24
1954521410,儿童合唱团OneVoice,4,629968,70
2206456,花少北丶,43,5940314,209
93666996,漫威英雄v,30,69961,201
4957245,GYAnimation,186,106829,23
519253600,火柴人AlanBecker,3,1214686,133
43830802,伍六_七,238,348553,121
5870268,三代鹿人,133,5824350,163
29329085,二喵的饭,159,4574947,215
20165629,共青团中央,113,9581901,3810
8366990,-欣小萌-,691,3604766,251
48421904,贾逸可,19,316014,125
38461325,黑猫重工,71,422145,18
517433879,中国警察网,68,561027,1653
11100920,飞社长,198,2019390,329
113362335,宝剑嫂,349,4134106,251
9596327,卡慕SaMa,135,1467742,1321
14890801,大炒面制造者Cen,98,1197409,900
285499073,东尼ookii,187,4492555,251
2121056874,非常正经的康仔,94,212032,91
433587902,央视频,18,2515930,3609
337521240,记录生活的蛋黄派,135,7183556,593
3590116,JSsss,241,45113,45
17495873,胡仔一人食,62,816715,87
4564056,龙崎棒棒糖,149,523652,173
946974,影视飓风,479,4383303,485
81824112,导演小策,98,3195598,186
19071708,潮汕好男人,213,1742591,179
40489639,球球特别大,225,510578,292
1667342531,配音演员高全胜,9,555271,49
1176836157,湖南卫视夏日少年派,1,70670,136
20052357,某蛋w,95,54141,13
5870268,三代鹿人,133,5824353,163
1207265987,___viv___,524,310079,2
40427625,取景框看世界,307,2177428,50
3957971,贤宝宝Baby,135,5345074,317
7788379,兔叭咯,343,6311135,290
93666996,漫威英雄v,30,69961,201
280793434,手工耿,41,6552329,177
546195,老番茄,1,17268260,415
1160621006,中岛美嘉,0,511984,26
57938157,庄灿杰,7,11189,8
496413617,知春路不迷路,28,188709,28
444935584,梦幻西游电脑版,8,154685,735
353539995,拜托了小翔哥,20,4468518,147
279991456,靠谱电竞,120,2143764,268
617285,芒果冰OL,504,2155038,348
44106549,索尼电影,3,71375,588
4957245,GYAnimation,186,106829,23
285499073,东尼ookii,187,4492555,251
9411426,阿三解说,117,1912773,131
517327498,罗翔说刑法,13,22735606,253
176037767,我是郭杰瑞,31,7096810,468
281149281,AB鲜,366,192002,251
23947287,小约翰可汗,334,4356432,94
642389251,黑神话之悟空,5,2259153,4
8549577,机智的Kason,123,1200858,18
2200736,才疏学浅的才浅,243,4338417,56
81824112,导演小策,98,3195599,186
477676711,田一名sir,6,899949,103
396727464,四宫-研lzc,90,181009,24
1908567413,轩仔贼giao,41,552200,100
515993,枪弹轨迹,160,2756058,235
74073982,piki,145,62565,3
474702359,自来卷三木,67,2586783,120
1524188943,花篱刘小刀,133,103000,63
21387623,一只摩羯菌,247,101726,75
295673540,Bostonjr,157,8756,7
27138390,腔调制造,32,227711,53
546195,老番茄,1,17268264,415
517327498,罗翔说刑法,13,22735608,253
4414782,不开不开我就不开,208,66337,558
6159926,老子150,72,319458,100
5970160,小潮院长,99,7653346,267
249371107,星曜Hoxi,54,113475,57
7552204,啊吗粽,359,4273528,277
31187483,鹏小飞呀,102,148190,113
2206456,花少北丶,43,5940313,209
53456,Warma,1189,3471600,204
34840587,海棠家的大肥鱼,698,528267,94
431073645,你的影月月,81,1189386,563
18202105,绵羊料理,147,9553422,333
5294454,逗比的雀巢,177,5261366,88
470629446,星火少年狼,146,78712,67
130636947,塑料叉FOKU,203,1796741,102
13164144,魔法Zc目录,611,1862594,280
680677803,王小七Fire,9,2050343,92
357229416,打泥泥,39,1973816,73
1291916731,奥运冠军吕小军,2,405636,28
297344797,朵朵花林,85,794510,102
2048502997,Ilikehome定格动画,2,367908,26
279991456,靠谱电竞,120,2143764,268
11498155,安森垚,20,1150994,142
108569350,AG超玩会王者荣耀梦泪,60,2793119,1253
452743855,超限游侠BLimitsMan,29,151861,28
21151219,8KRAW,90,797477,294
174902557,没啥用科技,27,1748068,29
21401670,缸缸在干嘛,204,345563,50
3066511,特效小哥studio,187,2780028,234
30222764,洛温阿特金森,495,847116,33
59905809,哦呼w,256,2072489,147
32837037,康师傅红烧甜不辣,67,66848,85
14804670,无穷小亮的科普日常,87,7570955,225
204865388,胡椒孜然_,667,50784,47
477676711,田一名sir,6,899950,103
16054375,自动鬼畜中的WZ,304,716174,187
513626960,李瑚琳,197,86615,19
25503580,布锅锅,267,1346834,1211
22715248,吃花椒的喵酱暗恋我,535,62,33
511582360,酸辣土土,189,398223,28
8495180,哲哲哲同学,363,182301,53
1958342,水无月菌,110,2200484,195
520155988,所长林超,45,3458002,87
57214324,小芃路子野,41,682380,58
2061838341,WBJ_Anime,5,84163,55
456664753,央视新闻,19,9324574,4584
28642491,楼上的老张,438,2106385,569
18202105,绵羊料理,147,9553425,333
279991456,靠谱电竞,120,2143764,268
517327498,罗翔说刑法,13,22735615,253
431073645,你的影月月,81,1189387,563
9131680,晏策去月光林地了,391,258889,120
401742377,原神,56,11553575,198
546195,老番茄,1,17268266,415
524610140,杨舒予YSY_,16,541039,6
2057835239,wsliser,13,3704,11
483879799,猛男舞团IconX,7,3217399,135
29959830,Topbook,37,710734,577
532741557,戴建业老师,25,2998479,184
14110780,凉风Kaze,33,8195170,471
67141499,大漠叔叔,82,5284190,402
416128940,在下哲别,154,2629299,159
7788379,兔叭咯,343,6311135,290
26344439,DM袋喵,1053,287912,103
1915085558,饮茶哥Elvis,12,862580,62
53456,Warma,1189,3471601,204
29329085,二喵的饭,159,4574947,215
34189415,low君热剧,7,2325508,480
168020283,畅畅201808,468,6757,24
7275647,碧天蓝钻,21,588772,123
474976866,橘里崽崽,190,37054,116
487614876,四川观察,35,387148,4532
2723662,剪刀手轩辕,163,297596,170
316567547,美尼尔动画君,336,546228,54
667986,萧酒画,501,5862,118
2156123,進口罐子,142,8025,99
71596354,金渐层烤猪,374,263795,329
473837611,新华社,62,6198963,2984
5294454,逗比的雀巢,177,5261378,88
403213711,闲鱼混剪,1,86207,154
314849719,若翰_,150,53948,64
5870268,三代鹿人,133,5824364,163
401742377,原神,56,11553578,198
96005382,落尘是逗比,288,381618,184
473837611,新华社,62,6198956,2984
473837611,新华社,62,6198963,2984
14110780,凉风Kaze,33,8195170,471
43887712,爱睡觉的_Koala,393,295817,278
374377,泪腺战士,33,1206700,99
330383888,广东共青团,0,1673317,2271
472807480,中国长安网,158,744683,2243
19642758,力元君,421,3764603,400
24450484,爆裂吧叶子,148,131843,94
33824345,M木糖M,48,1834359,169
13164144,魔法Zc目录,611,1862595,280
67141499,大漠叔叔,82,5284190,402
13221028,迷茫小树叶,181,1052493,116
5970160,小潮院长,99,7653347,267
1577804,某幻君,56,7320753,301
63231,泛式,463,4652663,234
66391032,帅soserious,75,2613299,134
37781521,郭云神奇,573,1343001,256
147166910,雨哥到处跑,226,2746116,250
8569439,酥妃大魔王,204,418635,8
10119428,小片片说大片,436,5640419,1152
508168388,张继科,3,754355,25
696132272,持有美貌,62,5780,109
288574164,早川大寒,29,49675,87
163637592,老师好我叫何同学,266,9496558,45
627888730,星有野,93,3025458,56
16054375,自动鬼畜中的WZ,304,716174,187
227062495,吟游诗人猩猩哥,199,88003,254
456664753,央视新闻,19,9324588,4584
630327749,酸梨大王,241,614011,62
10979362,17sile,2000,294465,325
636571316,正经的知识,39,1245781,392
419738808,疯狂小杨哥,17,3478278,108
5970160,小潮院长,99,7653350,267
397657322,热心网友阿言,324,156263,280
192090,小透明明TM,198,1387117,66
1577804,某幻君,56,7320753,301
335692980,百万剪辑狮,175,1051367,90
1131457022,人民日报,22,4618810,1086
40427625,取景框看世界,307,2177427,50
353539995,拜托了小翔哥,20,4468524,147
346563107,波士顿圆脸,41,2594101,654
14110780,凉风Kaze,33,8195171,471
285499073,东尼ookii,187,4492554,251
43887712,爱睡觉的_Koala,393,295817,278
53251807,樱野呀,122,2537,10
373103803,树林同学-,403,893545,50
10330740,观察者网,45,7511295,13165
3670216,TF家族,3,4749220,1243
99157282,盗月社食遇记,609,6839308,484
1420982,黑猫厨房,700,4058701,235
588278127,田野上的繁荣,18,2361429,516
23947287,小约翰可汗,334,4356434,94
8569439,酥妃大魔王,204,418635,8
1225437487,long同学,134,15136,23
298188646,跃于纸上,955,75944,46
96005382,落尘是逗比,288,381618,184
21778075,_青红造了个白_,8,1118472,26
445423006,小猪要吃好果子,224,44775,90
13354765,徐大虾咯,68,7422845,226
39422678,夜雨星繁y,267,223196,145
37090048,哔哩哔哩创作中心,1694,6178835,155
267939460,某科君,28,561403,37
4188772,晚星夏,74,57591,136
509993026,无牙人,3,15934,30
5970160,小潮院长,99,7653351,267
285499073,东尼ookii,187,4492554,251
18202105,绵羊料理,147,9553427,333
48084221,蜜雪冰城官方站,53,671435,148
430926487,达达达布溜-,247,1587370,201
1257649129,井上正大-官方,12,994200,87
401137062,vams07,171,401950,76
14804670,无穷小亮的科普日常,87,7570971,225
279991456,靠谱电竞,120,2143763,268
125526,-LKs-,137,2700572,361
546195,老番茄,1,17268269,415
397657322,热心网友阿言,324,156263,280
434378423,闫帅奇,581,1761885,173
299451003,练凌飞lkemon,230,150255,20
444935584,梦幻西游电脑版,8,154686,735
99157282,盗月社食遇记,609,6839309,484
370365111,坚韧的马老师,351,206738,64
14110780,凉风Kaze,33,8195172,471
249115678,好运的鱼,61,1197384,73
401742377,原神,56,11553590,198
270885164,飞特那斯,26,330509,395
90361813,三十六贱笑,1131,4948067,179
7349,STN工作室,111,1958686,1065
33621433,小狮子piano,270,616189,103
730732,瓶子君152,168,3402315,212
321422126,进击的金厂长,88,3215261,411
40004506,魔改丶老K,98,430340,63
282994,泠鸢yousa,211,3256830,253
693450094,嗑书的阿冉叔,39,678918,52
483879799,猛男舞团IconX,7,3217975,135
447261734,中科院格致论道讲坛,141,593088,486
96070394,推背兔の,421,1053761,236
432158620,中国联通客服官方,381,654711,220
14804670,无穷小亮的科普日常,87,7572013,225
42991962,老玉竹,207,215268,159
3670216,TF家族,3,4749674,1243
546195,老番茄,1,17268945,415
403748305,BML制作指挥部,79,1209940,337
27534330,崩坏3第一偶像爱酱,15,3557057,355
99157282,盗月社食遇记,609,6839478,484
605544858,矮油王老六,44,1246921,33
107936148,彳文xow,186,142071,40
51896064,罗汉解说,260,2590944,130
730732,瓶子君152,168,3402422,212
37055539,爱鼓捣的阿威,73,20216,7
81824112,导演小策,98,3195680,186
3780924,程序媛樱岛麻衣,186,20926,234
280793434,手工耿,41,6552635,177
207346018,肉肉大搜索,14,2819597,532
14110780,凉风Kaze,33,8194990,471
9824766,敬汉卿,92,9282411,1181
401742377,原神,56,11554887,198
1257649129,井上正大-官方,12,994319,87
13543836,陈里一点橙,104,27534,112
46708782,鲁大能,117,2238074,363
337521240,记录生活的蛋黄派,135,7184437,593
11688464,天才小熊猫本人,11,2116333,9
285499073,东尼ookii,187,4492571,251
513722566,汪品先院士,9,1511184,54
23947287,小约翰可汗,334,4357027,94
517327498,罗翔说刑法,13,22736790,253
438880209,大胡子魏,204,1494057,315
23604445,上海滩许Van强,487,1756534,168
10330740,观察者网,45,7511295,13165
1508510718,四十六游君,29,146286,43
483879799,猛男舞团IconX,7,3217980,135
2920960,大祥哥来了,235,4899475,225
57214324,小芃路子野,41,683058,58
12916241,云飘天,7,1297,1
103416759,马克Sparrow,104,1305569,260
443360311,强锐强,27,7406,9
25876945,极客湾Geekerwan,169,2652281,300
646927879,插画教程-,33,366560,119
10534933,期末77,533,144124,11
192090,小透明明TM,198,1387456,66
18202105,绵羊料理,147,9553728,333
486755530,DV现场,113,236055,1560
390437443,蘸酱jamjam,204,84900,26
7016346,维维诺诺x,376,413245,61
43887712,爱睡觉的_Koala,393,295831,278
3670216,TF家族,3,4749677,1243
337312411,翠花不太脆,173,1368397,46
66391032,帅soserious,75,2613795,134
452606628,王师傅和小毛毛,86,1190194,198
53456,Warma,1190,3471830,204
1950209,水一大魔王,7,1546145,473
63231,泛式,463,4653126,234
888465,暗猫の祝福,463,1434865,242
1155574439,真子日记,16,1116581,177
14110780,凉风Kaze,33,8194990,471
23604445,上海滩许Van强,487,1756534,168
517327498,罗翔说刑法,13,22736797,253
383236574,子彧星塵,149,188628,48
179922650,青莲又失利了,134,1773305,57
11742550,哈米伦的弄笛者,515,1636985,365
29329085,二喵的饭,159,4575098,215
99157282,盗月社食遇记,609,6839479,484
279991456,靠谱电竞,120,2143653,268
430196952,悟空bask,13,200020,76
250858633,华农兄弟,30,6436142,491
2206456,花少北丶,43,5940297,209
306379920,李木瓜,135,315122,34
270105105,赖皮猴爱美食,110,1728105,144
25503580,布锅锅,267,1346868,1212
72270557,芳斯塔芙,69,2557364,153
456664753,央视新闻,19,9326826,4585
473837611,新华社,62,6201246,2984
1131457022,人民日报,22,4621697,1086
456664753,央视新闻,19,9326826,4585
1131457022,人民日报,22,4621697,1086
473837611,新华社,62,6201248,2984
1131457022,人民日报,22,4621697,1086
2026561407,吃花椒的喵酱,19,5023253,19
590881599,赶稿人,5,53781,3
23688784,米酥i,330,33224,4
86236791,尤菲莉亚玛泽塔,90,1227,82
11870568,拉宏桑,248,2971951,293
330383888,广东共青团,0,1673342,2271
546195,老番茄,1,17268958,415
54992199,观视频工作室,103,4085874,2270
7518633,看不见的罗杰,291,585967,196
7022616,爆肝矿蛙,29,236740,808
5970160,小潮院长,99,7654103,267
2200736,才疏学浅的才浅,243,4340611,56
1531707,叔贵,95,2419317,125
401742377,原神,56,11554912,198
46708782,鲁大能,117,2238081,363
26139491,假美食po主,358,3623619,442
21778636,中国日报,138,2142830,7237
14804670,无穷小亮的科普日常,87,7572044,225
12816241,托马斯家的,277,972510,104
66391032,帅soserious,75,2613808,134
8047632,哔哩哔哩弹幕网,68,3471749,92
337521240,记录生活的蛋黄派,135,7184457,593
85226724,澎湃叔叔,192,108690,89
51896064,罗汉解说,260,2590945,130
14110780,凉风Kaze,33,8194983,471
353539995,拜托了小翔哥,20,4468565,147
138780964,新评科技,249,508248,109
3433092,狂阿弥_,100,1768881,153
353312519,阿林吃土,22,1015875,80
9728698,祁么么mo,64,1209608,423
39694771,壞兔1412,227,72031,95
23947287,小约翰可汗,334,4357040,94
532580,刀田一,100,26364,173
14804670,无穷小亮的科普日常,87,7572052,225
24478119,路路迷路路,169,1792568,295
1894563281,夏日毕业歌会,6,14132,89
207413896,四阿哥li,103,405566,124
546195,老番茄,1,17268968,415
1950658,早稻叽,261,758445,280
90361813,三十六贱笑,1131,4948166,179
210291,蚀血之暗,32,606487,166
1646036311,凤凰传奇,46,1694867,57
14110780,凉风Kaze,33,8194981,471
280793434,手工耿,41,6552648,177
52190805,麟宣森,286,1809864,114
5970160,小潮院长,99,7654114,267
330415548,谭乔,43,3744816,353
1894563281,夏日毕业歌会,6,14132,89
456664753,央视新闻,19,9326856,4585
624757844,一只大哈鱼,149,1190434,83
352993700,穿板鞋的橘猫,20,23918,30
401742377,原神,56,11554915,198
1894563281,夏日毕业歌会,6,14132,89
279991456,靠谱电竞,120,2143650,268
216156027,小高姐的魔法调料,11,3183243,263
4423511,硬核豆浆,75,263020,230
13972445,老凡Fv,286,320916,92
653768,赫箩的苹果,96,1149005,1494
99157282,盗月社食遇记,609,6839486,484
3670216,TF家族,3,4749687,1243
477531206,阿特警官,12,2844503,244
730732,瓶子君152,168,3402438,212
11253297,多多poi丶,239,2310770,261
414336759,路温1900,92,2548565,93
548072170,刘宪华Henry,1,648074,25
1420982,黑猫厨房,700,4058695,235
481393564,钉钉DingTalk,391,1214608,152
179922650,青莲又失利了,134,1773304,57
86236791,尤菲莉亚玛泽塔,90,1227,82
154113956,日向源,1999,670513,43
